,X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,fall,spring,summer,winter,weekday,weekend,area
0,0.75,0.4285714285714285,0.7816593886462884,0.08238144686742817,0.10132520229858098,0.210762331838565,0.19292604501607719,0.42857142857142855,0.7000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,0.75,0.2857142857142857,0.8777292576419213,0.11422637590861888,0.7754192564794183,0.2825112107623318,0.5080385852090032,0.2142857142857143,0.055555555555555546,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2,0.75,0.2857142857142857,0.8777292576419213,0.14295604015230182,0.7962941245455611,0.2825112107623318,0.39871382636655955,0.2142857142857143,0.09999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3,0.875,0.5714285714285714,0.9017467248908297,0.10695742471443404,0.08162307962941247,0.38565022421524664,0.1961414790996785,0.976190476190476,0.39999999999999997,0.14285714285714288,0.0,1.0,0.0,0.0,1.0,0.0,0.0
4,0.875,0.5714285714285714,0.8493449781659388,0.16926272066458978,0.1105898909346781,0.41255605381165916,0.29581993569131837,1.0,0.15555555555555553,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5,0.875,0.5714285714285714,0.9148471615720521,0.2869505019037729,0.5630350650873696,0.6412556053811658,0.6430868167202572,0.16666666666666669,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6,0.875,0.5714285714285714,0.9148471615720521,0.29941156109380407,0.5719479301043744,0.3632286995515695,0.7041800643086817,0.14285714285714285,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
7,0.875,0.5714285714285714,0.8973799126637554,0.49498096227068183,0.7039990618036825,0.4618834080717488,0.18649517684887462,0.8452380952380951,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8,0.875,0.5714285714285714,0.8864628820960698,0.4399446175147109,0.8029787733083148,0.2959641255605381,0.35048231511254024,0.5714285714285714,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9,0.75,0.4285714285714285,0.9192139737991267,0.2962962962962963,0.8100152456901607,0.3004484304932735,0.662379421221865,0.2976190476190476,0.39999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
10,0.75,0.4285714285714285,0.9192139737991267,0.2962962962962963,0.8100152456901607,0.3004484304932735,0.5016077170418007,0.42857142857142855,0.7555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
11,0.75,0.4285714285714285,0.9257641921397379,0.24506749740394598,0.8269027794065908,0.9955156950672646,0.54983922829582,0.2738095238095238,0.39999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
12,0.625,0.4285714285714285,0.2860262008733625,0.23676012461059184,0.7709628239709159,0.017937219730941704,0.47588424437299043,0.6785714285714286,0.7000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
13,0.625,0.4285714285714285,0.884279475982533,0.42956040152301833,0.7958250263867714,0.2959641255605381,0.6141479099678457,0.32142857142857145,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
14,0.625,0.4285714285714285,0.9279475982532754,0.453097957770855,0.811187991087135,0.39461883408071746,0.7781350482315113,0.07142857142857145,0.45555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
15,0.625,0.4285714285714285,0.9366812227074237,0.4804430598823121,0.8279582502638677,0.6053811659192825,0.6655948553054662,0.3452380952380952,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
16,0.5,0.4285714285714285,0.9017467248908297,0.11561093804084456,0.0854931394394277,0.3318385650224215,0.414790996784566,0.14285714285714285,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17,0.875,0.4285714285714285,0.7532751091703058,0.10522672204915194,0.7696728040342442,0.11659192825112108,0.46623794212218655,0.380952380952381,0.5000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
18,0.625,0.2857142857142857,0.8471615720524017,0.08826583592938732,0.07376568546968454,0.2645739910313901,0.4405144694533763,0.23809523809523808,0.39999999999999997,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
19,0.625,0.2857142857142857,0.7838427947598252,0.08653513326410521,0.10460888941010907,0.210762331838565,0.22829581993569137,0.3452380952380952,0.45555555555555555,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
20,0.625,0.2857142857142857,0.8864628820960698,0.4399446175147109,0.8029787733083148,0.2959641255605381,0.5176848874598072,0.2976190476190476,0.25555555555555554,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
21,0.5,0.2857142857142857,0.9039301310043668,0.2634129456559363,0.8401548023924006,0.39461883408071746,0.5434083601286175,0.2738095238095238,0.25555555555555554,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
23,0.75,0.2857142857142857,0.8689956331877731,0.3755624783662167,0.6209686876979008,0.2600896860986547,0.5562700964630225,0.3333333333333333,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
24,0.75,0.2857142857142857,0.9410480349344978,0.47421253028729665,0.6875806262460421,0.8923766816143497,0.6913183279742765,0.20238095238095238,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
25,0.75,0.2857142857142857,0.8951965065502185,0.48459674627898924,0.6960243931042571,0.45739910313901344,0.45337620578778143,0.5357142857142856,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26,0.75,0.2857142857142857,0.9170305676855897,0.39979231568016615,0.7741292365427466,0.5291479820627801,0.5401929260450162,0.22619047619047622,0.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
27,0.75,0.2857142857142857,0.884279475982533,0.42956040152301833,0.7958250263867714,0.2959641255605381,0.5530546623794212,0.39285714285714285,0.09999999999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
28,0.625,0.14285714285714285,0.9388646288209608,0.49498096227068183,0.8367538407411751,0.34529147982062774,0.9003215434083602,0.10714285714285715,0.25555555555555554,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
29,0.625,0.14285714285714285,0.9410480349344978,0.5084804430598823,0.8451976075993902,0.34529147982062774,0.662379421221865,0.2857142857142857,0.3555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30,0.625,0.14285714285714285,0.9585152838427948,0.28625822083766006,0.8026269496892224,0.6950672645739909,0.7459807073954985,0.10714285714285715,0.3555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,0.625,0.14285714285714285,0.8340611353711789,0.3094496365524403,0.8232672686759704,0.3004484304932735,0.28938906752411575,0.75,0.7999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
32,0.625,0.14285714285714285,0.8340611353711789,0.23295257874697126,0.81963175794535,0.24215246636771298,0.5916398713826367,0.2619047619047619,0.15555555555555553,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33,0.625,0.14285714285714285,0.9017467248908297,0.2533748701973001,0.8331183300105547,0.3318385650224215,0.49839228295819943,0.2857142857142857,0.3555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
34,0.625,0.14285714285714285,0.9039301310043668,0.2634129456559363,0.8401548023924006,0.39461883408071746,0.6109324758842445,0.20238095238095238,0.25555555555555554,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
35,0.625,0.14285714285714285,0.8711790393013099,0.27102803738317754,0.8470740002345492,0.2645739910313901,0.5144694533762058,0.5595238095238095,0.45555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
36,0.625,0.14285714285714285,0.8777292576419213,0.11422637590861888,0.7754192564794183,0.2825112107623318,0.627009646302251,0.10714285714285715,0.45555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37,0.75,0.2857142857142857,0.8646288209606987,0.13534094842506056,0.7912513193385716,0.3721973094170403,0.2926045016077171,0.5357142857142856,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0.75,0.14285714285714285,0.8777292576419213,0.14295604015230182,0.7962941245455611,0.2825112107623318,0.5016077170418007,0.14285714285714285,0.39999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
39,0.375,0.2857142857142857,0.8231441048034933,0.08065074420214606,0.07001290019936672,0.15246636771300448,0.3826366559485531,0.3333333333333333,0.25555555555555554,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40,0.375,0.2857142857142857,0.6353711790393013,0.20145379023883694,0.4207810484343849,0.04932735426008969,0.6784565916398715,0.2619047619047619,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,0.375,0.2857142857142857,0.8689956331877731,0.32710280373831774,0.7227629881552716,0.3811659192825112,0.5209003215434085,0.32142857142857145,0.7000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42,0.375,0.2857142857142857,0.9694323144104802,0.3665628245067497,0.7496188577459835,0.7443946188340806,0.4630225080385853,0.46428571428571425,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
43,0.375,0.2857142857142857,0.9192139737991267,0.2962962962962963,0.8100152456901607,0.3004484304932735,0.559485530546624,0.39285714285714285,0.25555555555555554,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
44,0.375,0.2857142857142857,0.8668122270742358,0.27864312911041883,0.8535240999179079,0.2600896860986547,0.3440514469453377,0.7023809523809523,0.5000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
45,0.5,0.5714285714285714,0.9585152838427948,0.28625822083766006,0.8026269496892224,0.6950672645739909,0.762057877813505,0.10714285714285715,0.39999999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
46,0.5,0.5714285714285714,0.884279475982533,0.42956040152301833,0.7958250263867714,0.2959641255605381,0.4019292604501608,0.6547619047619047,0.3555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
47,0.625,0.5714285714285714,0.9563318777292578,0.20733817930079607,0.5101442476838278,0.47533632286995514,0.6688102893890677,0.25,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,0.375,0.2857142857142857,0.8034934497816595,0.07442021460713048,0.06661193854814121,0.16591928251121074,0.30868167202572355,0.23809523809523808,0.15555555555555553,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
49,0.375,0.2857142857142857,0.8122270742358078,0.1723779854620976,0.112466283569837,0.20627802690582958,0.28295819935691324,0.369047619047619,0.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
50,0.375,0.2857142857142857,0.9279475982532754,0.4659051574939425,0.8191626597865603,0.39461883408071746,0.5980707395498392,0.023809523809523836,0.09999999999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
51,0.375,0.14285714285714285,0.8689956331877731,0.3364485981308411,0.7309722059340918,0.2645739910313901,0.6205787781350482,0.22619047619047622,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
52,0.375,0.14285714285714285,0.910480349344978,0.3766008999653859,0.7578280755248036,0.41255605381165916,0.5852090032154342,0.32142857142857145,0.5000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
53,0.375,0.14285714285714285,0.910480349344978,0.3766008999653859,0.7578280755248036,0.41255605381165916,0.5852090032154342,0.32142857142857145,0.5000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
54,0.375,0.14285714285714285,0.9017467248908297,0.38733125649013495,0.7662718423830186,0.2645739910313901,0.4951768488745982,0.35714285714285715,0.3555555555555555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
55,0.375,0.14285714285714285,0.9279475982532754,0.4659051574939425,0.8191626597865603,0.39461883408071746,0.819935691318328,0.10714285714285715,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
56,0.375,0.14285714285714285,0.8711790393013099,0.27102803738317754,0.8470740002345492,0.2645739910313901,0.5016077170418007,0.5714285714285714,0.5000000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
57,0.375,0.14285714285714285,0.9213973799126638,0.15264797507788158,0.8020405769907353,0.3766816143497758,0.37299035369774924,0.4166666666666667,0.25555555555555554,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
58,0.125,0.0,0.7336244541484715,0.023883696780893048,0.03060865486102967,0.07623318385650224,0.37620578778135055,0.2976190476190476,0.5555555555555556,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
59,0.125,0.0,0.7903930131004366,0.037383177570093455,0.04116336343379852,0.21973094170403587,0.32475884244373,0.42857142857142855,0.055555555555555546,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
60,0.125,0.0,0.8493449781659388,0.16926272066458978,0.1105898909346781,0.41255605381165916,0.2990353697749197,0.2857142857142857,0.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
61,0.125,0.0,0.8493449781659388,0.16926272066458978,0.1105898909346781,0.41255605381165916,0.10610932475884247,0.5238095238095237,0.6555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
62,0.125,0.0,0.9301310043668121,0.2523364485981308,0.5379383135921192,0.3273542600896861,0.5337620578778135,0.23809523809523808,0.5000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
63,0.125,0.0,0.8689956331877731,0.3364485981308411,0.7309722059340918,0.2645739910313901,0.5980707395498392,0.2142857142857143,0.25555555555555554,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
64,0.125,0.0,0.8886462882096069,0.34890965732087226,0.7398850709510965,0.24215246636771298,0.672025723472669,0.19047619047619047,0.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
65,0.125,0.0,0.9017467248908297,0.38733125649013495,0.7662718423830186,0.2645739910313901,0.527331189710611,0.3452380952380952,0.45555555555555555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
66,0.125,0.0,0.9170305676855897,0.39979231568016615,0.7741292365427466,0.5291479820627801,0.6688102893890677,0.2619047619047619,0.45555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
67,0.125,0.0,0.9170305676855897,0.39979231568016615,0.7741292365427466,0.5291479820627801,0.559485530546624,0.2142857142857143,0.5555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
68,0.125,0.0,0.9170305676855897,0.39979231568016615,0.7741292365427466,0.5291479820627801,0.559485530546624,0.2142857142857143,0.6555555555555556,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
69,0.375,0.4285714285714285,0.9017467248908297,0.10695742471443404,0.08162307962941247,0.38565022421524664,0.48231511254019294,0.130952380952381,0.45555555555555555,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
70,0.375,0.4285714285714285,0.8908296943231442,0.15887850467289716,0.1054298111879911,0.5426008968609864,0.43729903536977505,0.14285714285714285,0.7999999999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
71,0.375,0.4285714285714285,0.9585152838427948,0.28625822083766006,0.8026269496892224,0.6950672645739909,0.49839228295819943,0.2619047619047619,0.3555555555555555,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
72,0.5,0.2857142857142857,0.9017467248908297,0.10695742471443404,0.08162307962941247,0.38565022421524664,0.4308681672025724,0.11904761904761907,0.6555555555555556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
73,0.5,0.2857142857142857,0.8384279475982532,0.5015576323987538,0.7113873578046207,0.38565022421524664,0.4855305466237943,0.3333333333333333,0.45555555555555555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
74,0.5,0.2857142857142857,0.9366812227074237,0.4804430598823121,0.8279582502638677,0.6053811659192825,0.8167202572347267,0.17857142857142855,0.09999999999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
75,1.0,0.9999999999999999,0.7379912663755459,0.015230183454482517,0.02193033892341973,0.3273542600896861,0.1446945337620579,0.7619047619047619,0.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
76,1.0,0.9999999999999999,0.7903930131004366,0.037383177570093455,0.04116336343379852,0.21973094170403587,0.4340836012861737,0.3333333333333333,0.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
77,0.0,0.14285714285714285,0.8122270742358078,0.1723779854620976,0.112466283569837,0.20627802690582958,0.1961414790996785,0.6785714285714286,0.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
78,0.0,0.0,0.8668122270742358,0.3655244029075804,0.612055822680896,0.5426008968609864,0.4019292604501608,0.6071428571428572,0.25555555555555554,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
79,0.0,0.0,0.8864628820960698,0.411214953271028,0.6493491263046793,0.2959641255605381,0.6237942122186497,0.047619047619047616,0.7000000000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
80,0.0,0.0,0.8951965065502185,0.48459674627898924,0.6960243931042571,0.45739910313901344,0.5562700964630225,0.2857142857142857,0.6555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
81,0.0,0.0,0.8689956331877731,0.3364485981308411,0.7309722059340918,0.2645739910313901,0.504823151125402,0.3452380952380952,0.2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
82,0.0,0.0,0.9694323144104802,0.3665628245067497,0.7496188577459835,0.7443946188340806,0.527331189710611,0.42857142857142855,0.45555555555555555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
83,0.0,0.0,0.910480349344978,0.3766008999653859,0.7578280755248036,0.41255605381165916,0.4630225080385853,0.380952380952381,0.055555555555555546,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
84,0.0,0.0,0.9017467248908297,0.38733125649013495,0.7662718423830186,0.2645739910313901,0.5787781350482315,0.35714285714285715,0.3555555555555555,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
85,0.0,0.0,0.9279475982532754,0.4659051574939425,0.8191626597865603,0.39461883408071746,0.6205787781350482,0.0,0.055555555555555546,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
86,0.0,0.0,0.9279475982532754,0.4659051574939425,0.8191626597865603,0.39461883408071746,0.7459807073954985,0.14285714285714285,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
87,0.0,0.0,0.9279475982532754,0.4659051574939425,0.8191626597865603,0.39461883408071746,0.6495176848874598,0.22619047619047622,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
88,0.0,0.0,0.9410480349344978,0.5084804430598823,0.8451976075993902,0.34529147982062774,0.7427652733118972,0.25,0.3555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
89,0.625,0.4285714285714285,0.9017467248908297,0.11561093804084456,0.0854931394394277,0.3318385650224215,0.48874598070739556,0.11904761904761907,0.5000000000000001,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
90,0.625,0.4285714285714285,0.8689956331877731,0.32710280373831774,0.7227629881552716,0.3811659192825112,0.4019292604501608,0.5238095238095237,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
91,0.875,0.5714285714285714,0.9017467248908297,0.11561093804084456,0.0854931394394277,0.3318385650224215,0.48874598070739556,0.10714285714285715,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
92,0.875,0.5714285714285714,0.9148471615720521,0.2869505019037729,0.5630350650873696,0.6412556053811658,0.5980707395498392,0.20238095238095238,0.6555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
93,0.875,0.5714285714285714,0.8951965065502185,0.48459674627898924,0.6960243931042571,0.45739910313901344,0.5144694533762058,0.3333333333333333,0.5000000000000001,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
94,0.875,0.5714285714285714,0.8886462882096069,0.34890965732087226,0.7398850709510965,0.24215246636771298,0.6816720257234727,0.08333333333333331,0.25555555555555554,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
95,0.375,0.2857142857142857,0.8580786026200875,0.3032191069574247,0.8168171689926117,0.19730941704035873,0.5016077170418007,0.5833333333333333,0.09999999999999998,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
96,0.25,0.2857142857142857,0.7314410480349347,0.01938386985115957,0.026152222352527267,0.09865470852017938,0.33762057877813506,0.39285714285714285,0.15555555555555553,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
97,0.25,0.2857142857142857,0.4061135371179039,0.0,0.008912865017004808,0.013452914798206272,0.48874598070739556,0.10714285714285715,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
98,0.25,0.2857142857142857,0.8951965065502185,0.48459674627898924,0.6960243931042571,0.45739910313901344,0.30225080385852093,0.857142857142857,0.45555555555555555,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
99,0.25,0.2857142857142857,0.8951965065502185,0.48459674627898924,0.6960243931042571,0.45739910313901344,0.5659163987138265,0.2857142857142857,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
100,0.25,0.2857142857142857,0.8951965065502185,0.48459674627898924,0.6960243931042571,0.45739910313901344,0.5659163987138265,0.2857142857142857,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
101,0.25,0.2857142857142857,0.8384279475982532,0.5015576323987538,0.7113873578046207,0.38565022421524664,0.392282958199357,0.6071428571428572,0.5555555555555556,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
102,0.125,0.2857142857142857,0.9694323144104802,0.3665628245067497,0.7496188577459835,0.7443946188340806,0.5755627009646302,0.2976190476190476,0.39999999999999997,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
103,0.125,0.2857142857142857,0.9192139737991267,0.41086881273797154,0.7816348070833822,0.3677130044843049,0.7041800643086817,0.16666666666666669,0.45555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
